model,condition,kind,count,true_class_id,true_action,predicted_class_id,predicted_action
ctrgcn,frame_missing_mild,new_error,33,57,handshaking,55,giving something to other person
ctrgcn,frame_missing_mild,new_error,31,32,check time (from watch),38,put the palms together
ctrgcn,frame_missing_mild,new_error,30,16,take off a shoe,23,kicking something
ctrgcn,frame_missing_mild,new_error,29,24,reach into pocket,45,touch back (backache)
ctrgcn,frame_missing_mild,new_error,26,28,playing with phone/tablet,29,typing on a keyboard
ctrgcn,frame_missing_mild,all_error,222,15,wear a shoe,16,take off a shoe
ctrgcn,frame_missing_mild,all_error,175,11,writing,29,typing on a keyboard
ctrgcn,frame_missing_mild,all_error,141,11,writing,10,reading
ctrgcn,frame_missing_mild,all_error,93,47,nausea or vomiting condition,44,touch chest (stomachache/heart pain)
ctrgcn,frame_missing_mild,all_error,91,10,reading,11,writing
ctrgcn,frame_missing_mild,all_error,62,28,playing with phone/tablet,10,reading
ctrgcn,frame_missing_mild,all_error,60,9,clapping,33,rub two hands together
ctrgcn,frame_missing_mild,all_error,58,46,touch neck (neckache),43,touch head (headache)
ctrgcn,frame_missing_mild,all_error,55,24,reach into pocket,4,drop
ctrgcn,frame_missing_mild,all_error,42,28,playing with phone/tablet,29,typing on a keyboard
ctrgcn,mixed_mild,new_error,140,23,kicking something,4,drop
ctrgcn,mixed_mild,new_error,131,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_mild,new_error,113,36,wipe face,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_mild,new_error,92,15,wear a shoe,16,take off a shoe
ctrgcn,mixed_mild,new_error,90,35,shake head,4,drop
ctrgcn,mixed_mild,new_error,88,58,walking towards each other,59,walking apart from each other
ctrgcn,mixed_mild,new_error,82,52,pat on back of other person,53,point finger at the other person
ctrgcn,mixed_mild,new_error,63,33,rub two hands together,9,clapping
ctrgcn,mixed_mild,new_error,57,5,pickup,34,nod head/bow
ctrgcn,mixed_mild,new_error,53,55,giving something to other person,4,drop
ctrgcn,mixed_mild,all_error,189,15,wear a shoe,16,take off a shoe
ctrgcn,mixed_mild,all_error,146,23,kicking something,4,drop
ctrgcn,mixed_mild,all_error,145,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_mild,all_error,127,36,wipe face,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_mild,all_error,110,47,nausea or vomiting condition,44,touch chest (stomachache/heart pain)
ctrgcn,mixed_mild,all_error,90,58,walking towards each other,59,walking apart from each other
ctrgcn,mixed_mild,all_error,73,33,rub two hands together,9,clapping
ctrgcn,mixed_mild,all_error,64,29,typing on a keyboard,11,writing
ctrgcn,mixed_mild,all_error,59,5,pickup,34,nod head/bow
ctrgcn,mixed_mild,all_error,59,55,giving something to other person,4,drop
ctrgcn,joint_missing_moderate,new_error,502,21,cheer up,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_moderate,new_error,294,5,pickup,34,nod head/bow
ctrgcn,joint_missing_moderate,new_error,291,23,kicking something,4,drop
ctrgcn,joint_missing_moderate,new_error,281,22,hand waving,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_moderate,new_error,274,8,standing up (from sitting position),29,typing on a keyboard
ctrgcn,joint_missing_moderate,new_error,190,41,staggering,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_moderate,new_error,190,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_moderate,new_error,185,7,sitting down,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_moderate,new_error,177,24,reach into pocket,29,typing on a keyboard
ctrgcn,joint_missing_moderate,new_error,162,45,touch back (backache),29,typing on a keyboard
ctrgcn,joint_missing_moderate,all_error,535,21,cheer up,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_moderate,all_error,418,22,hand waving,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_moderate,all_error,298,5,pickup,34,nod head/bow
ctrgcn,joint_missing_moderate,all_error,274,8,standing up (from sitting position),29,typing on a keyboard
ctrgcn,joint_missing_moderate,all_error,202,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_moderate,all_error,193,24,reach into pocket,29,typing on a keyboard
ctrgcn,joint_missing_moderate,all_error,190,41,staggering,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_moderate,all_error,188,7,sitting down,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_moderate,all_error,176,29,typing on a keyboard,28,playing with phone/tablet
ctrgcn,joint_missing_moderate,all_error,171,23,kicking something,4,drop
ctrgcn,limb_occlusion_moderate,new_error,224,21,cheer up,22,hand waving
ctrgcn,limb_occlusion_moderate,new_error,184,53,point finger at the other person,52,pat on back of other person
ctrgcn,limb_occlusion_moderate,new_error,162,41,staggering,23,kicking something
ctrgcn,limb_occlusion_moderate,new_error,153,22,hand waving,35,shake head
ctrgcn,limb_occlusion_moderate,new_error,104,39,cross hands in front (say stop),37,salute
ctrgcn,limb_occlusion_moderate,new_error,102,50,kicking other person,49,punching/slapping other person
ctrgcn,limb_occlusion_moderate,new_error,97,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,limb_occlusion_moderate,new_error,94,37,salute,35,shake head
ctrgcn,limb_occlusion_moderate,new_error,87,9,clapping,22,hand waving
ctrgcn,limb_occlusion_moderate,new_error,86,29,typing on a keyboard,11,writing
ctrgcn,limb_occlusion_moderate,all_error,238,21,cheer up,22,hand waving
ctrgcn,limb_occlusion_moderate,all_error,215,10,reading,11,writing
ctrgcn,limb_occlusion_moderate,all_error,211,29,typing on a keyboard,11,writing
ctrgcn,limb_occlusion_moderate,all_error,208,11,writing,29,typing on a keyboard
ctrgcn,limb_occlusion_moderate,all_error,181,47,nausea or vomiting condition,44,touch chest (stomachache/heart pain)
ctrgcn,limb_occlusion_moderate,all_error,151,53,point finger at the other person,52,pat on back of other person
ctrgcn,limb_occlusion_moderate,all_error,109,41,staggering,23,kicking something
ctrgcn,limb_occlusion_moderate,all_error,68,28,playing with phone/tablet,11,writing
ctrgcn,limb_occlusion_moderate,all_error,61,15,wear a shoe,16,take off a shoe
ctrgcn,limb_occlusion_moderate,all_error,60,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,new_error,381,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,new_error,336,27,make a phone call/answer phone,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,new_error,330,36,wipe face,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,new_error,322,2,brushing teeth,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,new_error,316,43,touch head (headache),48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,new_error,242,59,walking apart from each other,36,wipe face
ctrgcn,coord_noise_moderate,new_error,241,57,handshaking,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,new_error,231,55,giving something to other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,new_error,211,14,take off jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,new_error,203,52,pat on back of other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,all_error,405,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,all_error,368,36,wipe face,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,all_error,357,43,touch head (headache),48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,all_error,355,27,make a phone call/answer phone,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,all_error,348,2,brushing teeth,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,all_error,250,57,handshaking,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,all_error,248,59,walking apart from each other,36,wipe face
ctrgcn,coord_noise_moderate,all_error,244,55,giving something to other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_moderate,all_error,230,28,playing with phone/tablet,29,typing on a keyboard
ctrgcn,coord_noise_moderate,all_error,223,11,writing,29,typing on a keyboard
ctrgcn,frame_missing_moderate,new_error,171,15,wear a shoe,16,take off a shoe
ctrgcn,frame_missing_moderate,new_error,111,32,check time (from watch),38,put the palms together
ctrgcn,frame_missing_moderate,new_error,90,46,touch neck (neckache),43,touch head (headache)
ctrgcn,frame_missing_moderate,new_error,89,39,cross hands in front (say stop),38,put the palms together
ctrgcn,frame_missing_moderate,new_error,86,51,pushing other person,54,hugging other person
ctrgcn,frame_missing_moderate,new_error,77,56,touch other person's pocket,52,pat on back of other person
ctrgcn,frame_missing_moderate,new_error,66,33,rub two hands together,9,clapping
ctrgcn,frame_missing_moderate,new_error,59,3,brushing hair,21,cheer up
ctrgcn,frame_missing_moderate,new_error,56,5,pickup,34,nod head/bow
ctrgcn,frame_missing_moderate,new_error,52,11,writing,9,clapping
ctrgcn,frame_missing_moderate,all_error,225,15,wear a shoe,16,take off a shoe
ctrgcn,frame_missing_moderate,all_error,118,32,check time (from watch),38,put the palms together
ctrgcn,frame_missing_moderate,all_error,105,46,touch neck (neckache),43,touch head (headache)
ctrgcn,frame_missing_moderate,all_error,103,39,cross hands in front (say stop),38,put the palms together
ctrgcn,frame_missing_moderate,all_error,86,33,rub two hands together,9,clapping
ctrgcn,frame_missing_moderate,all_error,83,56,touch other person's pocket,52,pat on back of other person
ctrgcn,frame_missing_moderate,all_error,81,11,writing,9,clapping
ctrgcn,frame_missing_moderate,all_error,81,47,nausea or vomiting condition,44,touch chest (stomachache/heart pain)
ctrgcn,frame_missing_moderate,all_error,61,10,reading,9,clapping
ctrgcn,frame_missing_moderate,all_error,61,11,writing,29,typing on a keyboard
ctrgcn,mixed_moderate,new_error,261,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,new_error,248,21,cheer up,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,new_error,240,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,new_error,211,19,put on a hat/cap,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,new_error,210,0,drink water,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,new_error,202,52,pat on back of other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,new_error,197,51,pushing other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,new_error,136,58,walking towards each other,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,new_error,135,59,walking apart from each other,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,new_error,116,36,wipe face,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,all_error,287,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,all_error,265,21,cheer up,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,all_error,243,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,all_error,242,0,drink water,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,all_error,225,46,touch neck (neckache),48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,all_error,219,19,put on a hat/cap,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,all_error,140,59,walking apart from each other,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,all_error,136,58,walking towards each other,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,all_error,128,36,wipe face,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_moderate,all_error,127,2,brushing teeth,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,new_error,439,21,cheer up,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,new_error,352,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,new_error,244,58,walking towards each other,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,new_error,238,37,salute,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,new_error,233,5,pickup,34,nod head/bow
ctrgcn,joint_missing_severe,new_error,216,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,new_error,216,6,throw,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,new_error,211,7,sitting down,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,new_error,205,41,staggering,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,new_error,197,13,wear jacket,29,typing on a keyboard
ctrgcn,joint_missing_severe,all_error,464,21,cheer up,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,all_error,373,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,all_error,246,37,salute,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,all_error,244,58,walking towards each other,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,all_error,236,5,pickup,34,nod head/bow
ctrgcn,joint_missing_severe,all_error,234,6,throw,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,all_error,224,29,typing on a keyboard,28,playing with phone/tablet
ctrgcn,joint_missing_severe,all_error,219,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,joint_missing_severe,all_error,217,10,reading,28,playing with phone/tablet
ctrgcn,joint_missing_severe,all_error,214,11,writing,28,playing with phone/tablet
ctrgcn,limb_occlusion_severe,new_error,313,21,cheer up,22,hand waving
ctrgcn,limb_occlusion_severe,new_error,218,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,limb_occlusion_severe,new_error,194,41,staggering,23,kicking something
ctrgcn,limb_occlusion_severe,new_error,145,57,handshaking,52,pat on back of other person
ctrgcn,limb_occlusion_severe,new_error,130,26,jump up,23,kicking something
ctrgcn,limb_occlusion_severe,new_error,126,37,salute,35,shake head
ctrgcn,limb_occlusion_severe,new_error,125,22,hand waving,35,shake head
ctrgcn,limb_occlusion_severe,new_error,124,9,clapping,22,hand waving
ctrgcn,limb_occlusion_severe,new_error,81,53,point finger at the other person,52,pat on back of other person
ctrgcn,limb_occlusion_severe,new_error,79,35,shake head,28,playing with phone/tablet
ctrgcn,limb_occlusion_severe,all_error,331,21,cheer up,22,hand waving
ctrgcn,limb_occlusion_severe,all_error,251,29,typing on a keyboard,11,writing
ctrgcn,limb_occlusion_severe,all_error,222,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,limb_occlusion_severe,all_error,206,11,writing,29,typing on a keyboard
ctrgcn,limb_occlusion_severe,all_error,168,10,reading,11,writing
ctrgcn,limb_occlusion_severe,all_error,140,9,clapping,22,hand waving
ctrgcn,limb_occlusion_severe,all_error,137,37,salute,35,shake head
ctrgcn,limb_occlusion_severe,all_error,137,22,hand waving,35,shake head
ctrgcn,limb_occlusion_severe,all_error,87,53,point finger at the other person,52,pat on back of other person
ctrgcn,limb_occlusion_severe,all_error,84,35,shake head,28,playing with phone/tablet
ctrgcn,coord_noise_severe,new_error,413,13,wear jacket,36,wipe face
ctrgcn,coord_noise_severe,new_error,268,58,walking towards each other,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,new_error,268,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,new_error,267,41,staggering,36,wipe face
ctrgcn,coord_noise_severe,new_error,267,51,pushing other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,new_error,264,14,take off jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,new_error,263,41,staggering,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,new_error,263,25,hopping (one foot jumping),48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,new_error,262,57,handshaking,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,new_error,261,50,kicking other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,all_error,276,55,giving something to other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,all_error,275,57,handshaking,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,all_error,275,52,pat on back of other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,all_error,275,51,pushing other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,all_error,274,56,touch other person's pocket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,all_error,274,53,point finger at the other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,all_error,274,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,all_error,273,50,kicking other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,all_error,271,49,punching/slapping other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,coord_noise_severe,all_error,271,21,cheer up,48,use a fan (with hand or paper)/feeling warm
ctrgcn,frame_missing_severe,new_error,188,5,pickup,34,nod head/bow
ctrgcn,frame_missing_severe,new_error,182,39,cross hands in front (say stop),38,put the palms together
ctrgcn,frame_missing_severe,new_error,150,32,check time (from watch),38,put the palms together
ctrgcn,frame_missing_severe,new_error,131,51,pushing other person,54,hugging other person
ctrgcn,frame_missing_severe,new_error,103,0,drink water,2,brushing teeth
ctrgcn,frame_missing_severe,new_error,96,3,brushing hair,21,cheer up
ctrgcn,frame_missing_severe,new_error,87,42,falling,58,walking towards each other
ctrgcn,frame_missing_severe,new_error,82,56,touch other person's pocket,58,walking towards each other
ctrgcn,frame_missing_severe,new_error,78,41,staggering,58,walking towards each other
ctrgcn,frame_missing_severe,new_error,78,7,sitting down,34,nod head/bow
ctrgcn,frame_missing_severe,all_error,198,39,cross hands in front (say stop),38,put the palms together
ctrgcn,frame_missing_severe,all_error,191,5,pickup,34,nod head/bow
ctrgcn,frame_missing_severe,all_error,156,32,check time (from watch),38,put the palms together
ctrgcn,frame_missing_severe,all_error,125,0,drink water,2,brushing teeth
ctrgcn,frame_missing_severe,all_error,100,11,writing,9,clapping
ctrgcn,frame_missing_severe,all_error,100,3,brushing hair,21,cheer up
ctrgcn,frame_missing_severe,all_error,95,10,reading,9,clapping
ctrgcn,frame_missing_severe,all_error,88,42,falling,58,walking towards each other
ctrgcn,frame_missing_severe,all_error,85,56,touch other person's pocket,58,walking towards each other
ctrgcn,frame_missing_severe,all_error,81,33,rub two hands together,9,clapping
ctrgcn,mixed_severe,new_error,261,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,new_error,252,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,new_error,221,51,pushing other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,new_error,162,58,walking towards each other,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,new_error,142,21,cheer up,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,new_error,138,59,walking apart from each other,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,new_error,135,8,standing up (from sitting position),48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,new_error,123,54,hugging other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,new_error,123,14,take off jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,new_error,122,41,staggering,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,all_error,275,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,all_error,264,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,all_error,234,0,drink water,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,all_error,227,43,touch head (headache),48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,all_error,227,51,pushing other person,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,all_error,162,58,walking towards each other,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,all_error,155,21,cheer up,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,all_error,145,59,walking apart from each other,48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,all_error,138,8,standing up (from sitting position),48,use a fan (with hand or paper)/feeling warm
ctrgcn,mixed_severe,all_error,131,56,touch other person's pocket,48,use a fan (with hand or paper)/feeling warm
